600295,鄂尔多斯
600297,美罗药业
600298,安琪酵母
600299,蓝星新材
600300,维维股份
600301,南化股份
600302,标准股份
600303,曙光股份
600305,恒顺醋业
600306,商业城
600307,酒钢宏兴
600308,华泰股份
600309,烟台万华
600310,桂东电力
600311,荣华实业
600312,平高电气
600313,*ST中农
600315,上海家化
600316,洪都航空
600317,营口港
600318,巢东股份
600319,亚星化学
600320,振华重工
600321,国栋建设
600322,天房发展
600323,南海发展
600325,华发股份
600326,西藏天路
600327,大厦股份
600328,兰太实业
600329,中新药业
600330,天通股份
600331,宏达股份
600332,广州药业
600333,长春燃气
600335,鼎盛天工
600336,澳柯玛
600337,美克股份
600338,ST珠峰
600339,天利高新
600340,*ST国祥
600343,航天动力
600345,长江通信
600346,大橡塑
600348,国阳新能
600350,山东高速
600351,亚宝药业
600352,浙江龙盛
600353,旭光股份
600354,敦煌种业
600355,精伦电子
600356,恒丰纸业
600358,国旅联合
600359,新农开发
600360,华微电子
600361,华联综超
600362,江西铜业
600363,联创光电
600365,通葡股份
600366,宁波韵升
600367,红星发展
600368,五洲交通
600369,西南证券
600370,三房巷
600371,万向德农
600373,鑫新股份
600375,星马汽车
600376,首开股份
600377,宁沪高速
600378,天科股份
600379,宝光股份
600380,健康元
600381,ST贤成
600382,广东明珠
600383,金地集团
600385,ST金泰
600386,北巴传媒
600387,海越股份
600388,龙净环保
600389,江山股份
600390,金瑞科技
600391,成发科技
600392,太工天成
600393,东华实业
600395,盘江股份
600396,金山股份
600397,安源股份
600398,凯诺科技
600399,抚顺特钢
600400,红豆股份
600403,欣网视讯
600405,动力源
600406,国电南瑞
600408,安泰集团
600409,三友化工
600410,华胜天成
600415,小商品城
600416,湘电股份
600418,江淮汽车
600419,ST天宏
600420,现代制药
600421,*ST国药
600422,昆明制药
600423,柳化股份
600425,青松建化
600426,华鲁恒升
600428,中远航运
600429,三元股份
600432,吉恩镍业
600433,冠豪高新
600435,中兵光电
600436,片仔癀
600438,通威股份
600439,瑞贝卡
600444,国通管业
600446,金证股份
600448,华纺股份
600449,赛马实业
600452,涪陵电力
600455,交大博通
600456,宝钛股份
600458,时代新材
600459,贵研铂业
600460,士兰微
600461,洪城水业
600462,ST石岘
600463,空港股份
600466,迪康药业
600467,好当家
600468,百利电气
600469,风神股份
600470,六国化工
600475,华光股份
600476,湘邮科技
600477,杭萧钢构
600478,科力远
600479,千金药业
600480,凌云股份
600481,双良股份
600482,风帆股份
600483,福建南纺
600485,中创信测
600486,扬农化工
600487,亨通光电
600488,天药股份
600489,中金黄金
600490,中科合臣
600491,龙元建设
600493,凤竹纺织
600495,晋西车轴
600496,精工钢构
600497,驰宏锌锗
600498,烽火通信
600499,科达机电
600500,中化国际
600501,航天晨光
600502,安徽水利
600503,华丽家族
600505,西昌电力
600506,*ST香梨
600507,方大特钢
600508,上海能源
600509,天富热电
600510,黑牡丹
600511,国药股份
600512,腾达建设
600513,联环药业
600515,ST筑信
600516,方大炭素
600517,置信电气
600518,康美药业
600519,贵州茅台
600520,三佳科技
600521,华海药业
600522,中天科技
600523,贵航股份
600525,长园集团
600526,菲达环保
600527,江南高纤
600528,中铁二局
600529,山东药玻
600530,交大昂立
600531,豫光金铅
600532,华阳科技
600533,栖霞建设
600535,天士力
600536,中国软件
600537,海通集团
600538,北海国发
600539,狮头股份
600540,新赛股份
600543,莫高股份
600545,新疆城建
600546,山煤国际
600547,山东黄金
600548,深高速
600549,厦门钨业
600550,天威保变
600551,时代出版
600552,方兴科技
600553,太行水泥
600555,九龙山
600557,康缘药业
600558,大西洋
600559,老白干酒
600560,金自天正
600561,江西长运
600562,*ST高陶
600563,法拉电子
600565,迪马股份
600566,洪城股份
600567,山鹰纸业
600568,中珠控股
600569,安阳钢铁
600570,恒生电子
600571,信雅达
600572,康恩贝
600573,惠泉啤酒
600575,芜湖港
600576,万好万家
600577,精达股份
600578,京能热电
600579,ST黄海
600580,卧龙电气
600581,八一钢铁
600582,天地科技
600583,海油工程
600584,长电科技
600585,海螺水泥
600586,金晶科技
600587,新华医疗
600588,用友软件
600589,广东榕泰
600590,泰豪科技
600592,龙溪股份
600593,大连圣亚
600594,益佰制药
600595,中孚实业
600596,新安股份
600597,光明乳业
600598,北大荒
600599,熊猫烟花
600600,青岛啤酒
600601,方正科技
600602,广电电子
600603,ST兴业
600604,ST二纺
600605,汇通能源
600606,金丰投资
600608,ST沪科
600609,金杯汽车
600610,SST中纺
600611,大众交通
600612,老凤祥
600613,永生投资
600614,鼎立股份
600615,丰华股份
600616,金枫酒业
600617,ST联华
600618,氯碱化工
600619,海立股份
600620,天宸股份
600621,上海金陵
600622,嘉宝集团
600623,双钱股份
600624,复旦复华
600626,申达股份
600628,新世界
600629,棱光实业
600630,龙头股份
600631,百联股份
600633,*ST白猫
600634,海鸟发展
600635,大众公用
600636,三爱富
600637,广电信息
600638,新黄浦
600639,浦东金桥
600640,中卫国脉
600641,万业企业
600642,申能股份
600643,爱建股份
600644,乐山电力
600645,ST中源
600647,同达创业
600648,外高桥
600649,城投控股
600650,锦江投资
600651,飞乐音响
600652,爱使股份
600653,申华控股
600654,飞乐股份
600655,豫园商城
600656,ST方源
600657,信达地产
600658,电子城
600660,福耀玻璃
600661,新南洋
600662,强生控股
600663,陆家嘴
600664,哈药股份
600665,天地源
600666,西南药业
600667,太极实业
600668,尖峰集团
600671,天目药业
600673,东阳光铝
600674,川投能源
600675,中华企业
600676,交运股份
600677,航天通信
600678,ST金顶
600679,金山开发
600680,上海普天
600682,南京新百
600683,京投银泰
600684,珠江实业
600685,广船国际
600686,金龙汽车
600687,刚泰控股
600688,S上石化
600689,上海三毛
600690,青岛海尔
600691,ST东碳
600692,亚通股份
600693,东百集团
600694,大商股份
600695,大江股份
600696,多伦股份
600697,欧亚集团
600698,ST轻骑
600699,ST得亨
600701,*ST工新
600702,沱牌曲酒
600703,三安光电
600704,中大股份
600706,ST长信
600707,彩虹股份
600708,海博股份
600710,常林股份
600711,ST雄震
600712,南宁百货
600713,南京医药
600714,ST金瑞
600715,ST松辽
600716,ST凤凰
600717,天津港
600718,东软集团
600719,大连热电
600720,祁连山
600721,ST百花
600722,ST金化
600723,西单商场
600724,宁波富达
600725,云维股份
600726,华电能源
600727,*ST鲁北
600728,S*ST新太
600729,重庆百货
600730,中国高科
600731,湖南海利
600732,上海新梅
600733,S前锋
600734,实达集团
600735,新华锦
600736,苏州高新
600737,中粮屯河
600738,兰州民百
600739,辽宁成大
600740,山西焦化
600741,华域汽车
600742,一汽富维
600743,华远地产
600744,华银电力
600745,中茵股份
600746,江苏索普
600747,大连控股
600748,上实发展
600749,西藏旅游
600750,江中药业
600751,SST天海
600753,东方银星
600754,锦江股份
600755,厦门国贸
600756,浪潮软件
600757,ST源发
600758,红阳能源
600759,正和股份
600760,东安黑豹
600761,安徽合力
600763,通策医疗
600764,中电广通
600765,中航重机
600766,园城股份
600767,运盛实业
600768,宁波富邦
600769,祥龙电业
600770,综艺股份
600771,ST东盛
600773,西藏雅砻
600774,汉商集团
600775,南京熊猫
600776,东方通信
600777,新潮实业
600778,友好集团
600779,水井坊
600780,通宝能源
600781,上海辅仁
600782,新钢股份
600783,鲁信高新
600784,鲁银投资
600785,新华百货
600787,中储股份
600789,鲁抗医药
600790,轻纺城
600791,京能置业
600792,ST马龙
600793,ST宜纸
600794,保税科技
600795,国电电力
600796,钱江生化
600797,浙大网新
600798,宁波海运
600800,ST磁卡
600801,华新水泥
600802,福建水泥
600803,威远生化
600804,鹏博士
600805,悦达投资
600806,昆明机床
600807,天业股份
600808,马钢股份
600809,山西汾酒
600810,神马实业
600811,东方集团
600812,华北制药
600814,杭州解百
600815,厦工股份
600816,安信信托
600817,*ST宏盛
600818,中路股份
600819,耀皮玻璃
600820,隧道股份
600821,津劝业
600822,上海物贸
600823,世茂股份
600824,益民商业
600825,新华传媒
600826,兰生股份
600827,友谊股份
600828,成商集团
600829,三精制药
600830,香溢融通
600831,广电网络
600832,东方明珠
600833,第一医药
600834,申通地铁
600835,上海机电
600836,界龙实业
600837,海通证券
600838,上海九百
600839,四川长虹
600841,上柴股份
600843,上工申贝
600844,丹化科技
600845,宝信软件
600846,同济科技
600847,ST渝万里
600848,自仪股份
600850,华东电脑
600851,海欣股份
600853,龙建股份
600854,ST春兰
600855,航天长峰
600856,长百集团
600857,工大首创
600858,银座股份
600859,王府井
600860,*ST北人
600861,北京城乡
600862,南通科技
600863,内蒙华电
600864,哈投股份
600865,百大集团
600866,星湖科技
600867,通化东宝
600868,ST梅雁
600869,三普药业
600871,S仪化
600872,中炬高新
600873,五洲明珠
600874,创业环保
600875,东方电气
600876,ST洛玻
600877,中国嘉陵
600879,航天电子
600880,博瑞传播
600881,亚泰集团
600882,大成股份
600883,博闻科技
600884,杉杉股份
600885,力诺太阳
600886,国投电力
600887,*ST伊利
600888,新疆众和
600889,南京化纤
600890,*ST中房
600891,SST秋林
600892,ST湖科
600893,航空动力
600894,广钢股份
600895,张江高科
600896,中海海盛
600897,厦门空港
600898,*ST三联
600900,长江电力
600960,滨州活塞
600961,株冶集团
600962,国投中鲁
600963,岳阳纸业
600965,福成五丰
600966,博汇纸业
600967,北方创业
600969,郴电国际
600970,中材国际
600971,恒源煤电
600973,宝胜股份
600975,新五丰
600976,武汉健民
600978,宜华木业
600979,广安爱众
600980,北矿磁材
600981,江苏开元
600982,宁波热电
600983,合肥三洋
600984,*ST建机
600985,雷鸣科化
600986,科达股份
600987,航民股份
600988,ST宝龙
600990,四创电子
600991,广汽长丰
600992,贵绳股份
600993,马应龙
600995,文山电力
600997,开滦股份
600999,招商证券
601001,大同煤业
601002,晋亿实业
601003,柳钢股份
601005,重庆钢铁
601006,大秦铁路
601007,金陵饭店
601008,连云港
601009,南京银行
601088,中国神华
601099,太平洋
601106,中国一重
601107,四川成渝
601111,中国国航
601117,中国化学
601139,深圳燃气
601166,兴业银行
601168,西部矿业
601169,北京银行
601179,中国西电
601186,中国铁建
601188,龙江交通
601268,二重重装
601299,中国北车
601318,中国平安
601328,交通银行
601333,广深铁路
601390,中国中铁
601398,工商银行
601518,吉林高速
601588,北辰实业
601600,中国铝业
601601,中国太保
601607,上海医药
601618,中国中冶
601628,中国人寿
601666,平煤股份
601668,中国建筑
601678,滨化股份
601688,华泰证券
601699,潞安环能
601727,上海电气
601766,中国南车
601788,光大证券
601801,皖新传媒
601808,中海油服
601857,中国石油
601866,中海集运
601872,招商轮船
601877,正泰电器
601888,中国国旅
601898,中煤能源
601899,紫金矿业
601918,国投新集
601919,中国远洋
601939,建设银行
601958,金钼股份
601988,中国银行
601989,中国重工
601991,大唐发电
601998,中信银行
601999,出版传媒
000001,深 发 展
000002,万 科
000004,国农科技
000005,世纪星源
000006,深 振 业
000007,深零七
000008,宝 利 来
000009,中国宝安
000010,深 华 新
000011,深 物 业
000012,南玻集团
000014,沙河股份
000016,深 康 佳
000017,深 中 华
000018,深 中 冠
000019,深 深 宝
000020,深 华 发
000021,长城开发
000022,深 赤 湾
000023,深 天 地
000024,招商地产
000025,深 特 力
000026,飞 亚 达
000027,深圳能源
000028,一致药业
000029,深房集团
000030,盛润股份
000031,中粮地产
000032,深 桑 达
000033,新都酒店
000034,深信泰丰
000035,中 科 健
000036,华联控股
000037,深 南 电
000038,深大通
000039,中集集团
000040,深 鸿 基
000042,深 长 城
000043,中航地产
000045,深 纺 织
000046,泛海建设
000048,康 达 尔
000049,德赛电池
000050,天 马
000053,深 基 地
000054,建设摩托
000055,方大集团
000056,深 国 商
000058,深 赛 格
000059,辽通化工
000060,中金岭南
000061,农 产 品
000062,深圳华强
000063,中兴通讯
000065,北方国际
000066,长城电脑
000068,赛格三星
000069,华 侨 城
000070,特发信息
000078,海王生物
000088,盐 田 港
000089,深圳机场
000090,深 天 健
000096,广聚能源
000099,中信海直
000100,TCL 集团
000150,宜华地产
000151,中成股份
000152,山 航 Ｂ
000153,丰原药业
000155,川化股份
000156,嘉瑞新材
000157,中联重科
000158,常山股份
000159,国际实业
000160,大路股份
000168,雷 伊
000301,东方市场
000338,潍柴动力
000400,许继电气
000401,冀东水泥
000402,金 融 街
000403,三九生化
000404,华意压缩
000407,胜利股份
000408,玉源控股
000409,泰复实业
000410,沈阳机床
000411,英特集团
000413,宝 石
000415,汇通集团
000416,民生投资
000417,合肥百货
000418,小天鹅
000419,通程控股
000420,吉林化纤
000421,南京中北
000422,湖北宜化
000423,东阿阿胶
000425,徐工机械
000426,富龙热电
000428,华天酒店
000429,粤 高 速
000430,张 家 界
000468,宁 通 信
000488,晨鸣纸业
000498,丹东化纤
000501,鄂 武 商
000502,绿景地产
000503,海虹控股
000504,赛迪传媒
000505,珠江控股
000506,中润投资
000507,粤 富 华
000509,华塑控股
000510,金路集团
000511,银基发展
000512,闽 灿 坤
000513,丽珠集团
000514,渝 开 发
000516,开元控股
000517,荣安地产
000518,四环生物
000519,银河动力
000520,长航凤凰
000521,美菱电器
000522,白 云 山
000523,广州浪奇
000524,东方宾馆
000525,红 太 阳
000526,旭飞投资
000527,美的电器
000528,柳 工
000529,广弘控股
000530,大冷股份
000531,穗 恒 运
000532,力合股份
000533,万 家 乐
000534,万泽股份
000536,闽 闽 东
000537,广宇发展
000538,云南白药
000539,粤 电 力
000540,中天城投
000541,佛山照明
000543,皖能电力
000544,中原环保
000545,吉林制药
000546,光华控股
000547,神州学人
000548,湖南投资
000550,江铃汽车
000551,创元科技
000552,靖远煤电
000553,沙 隆 达
000554,泰山石油
000555,太光电信
000557,银 广 夏
000558,莱茵置业
000559,万向钱潮
000560,昆 百 大
000561,烽火电子
000562,宏源证券
000563,陕 国 投
000564,西安民生
000565,渝 三 峡
000566,海南海药
000567,海德股份
000568,泸州老窖
000570,苏 常 柴
000571,新大洲 A
000572,海马股份
000573,粤 宏 远
000576,广东甘化
000578,盐湖集团
000581,威孚高科
000582,北 海 港
000584,友利控股
000585,东北电气
000586,汇源通信
000587,光明家具
000589,黔 轮 胎
000590,紫光古汉
000591,桐 君 阁
000592,中福实业
000593,大通燃气
000594,国恒铁路
000595,西北轴承
000596,古井贡酒
000597,东北制药
000598,蓝星清洗
000599,青岛双星
000600,建投能源
000601,韶能股份
000602,金马集团
000603,威达医械
000605,四环药业
000606,青海明胶
000607,华立药业
000608,阳光股份
000609,绵世股份
000610,西安旅游
000611,时代科技
000612,焦作万方
000613,大 东 海
000615,湖北金环
000616,亿城股份
000617,石油济柴
000619,海螺型材
000620,圣方科技
000622,岳阳恒立
000623,吉林敖东
000625,长安汽车
000626,如意集团
000627,天茂集团
000628,高新发展
000629,钢铁钒钛
000630,铜陵有色
000631,顺发恒业
000632,三木集团
000633,合金投资
000635,英力特
000636,风华高科
000637,茂化实华
000638,万方地产
000639,金德发展
000650,仁和药业
000651,格力电器
000652,泰达股份
000655,金岭矿业
000656,重庆东源
000657,中钨高新
000659,珠海中富
000661,长春高新
000662,索 芙 特
000663,永安林业
000665,武汉塑料
000666,经纬纺机
000667,名流置业
000668,荣丰控股
000669,领先科技
000670,舜元地产
000671,阳光城
000672,铜城集团
000673,大同水泥
000676,思达高科
000677,山东海龙
000678,襄阳轴承
000679,大连友谊
000680,山推股份
000681,远东股份
000682,东方电子
000683,远兴能源
000685,中山公用
000686,东北证券
000687,保定天鹅
000688,朝华科技
000690,宝新能源
000691,亚太实业
000692,惠天热电
000693,聚友网络
000695,滨海能源
000697,咸阳偏转
000698,沈阳化工
000700,模塑科技
000701,厦门信达
000702,正虹科技
000703,世纪光华
000705,浙江震元
000706,瓦 轴
000707,双环科技
000708,大冶特钢
000709,河北钢铁
000710,天兴仪表
000711,天伦置业
000712,锦龙股份
000713,丰乐种业
000715,中兴商业
000716,南方食品
000717,韶钢松山
000718,苏宁环球
000719,焦作鑫安
000720,新能泰山
000721,西安饮食
000722,金果实业
000723,美锦能源
000725,京 东 方
000726,鲁 泰
000727,华东科技
000728,国元证券
000729,燕京啤酒
000731,四川美丰
000732,福建三农
000733,振华科技
000735,罗 牛 山
000736,重庆实业
000737,南风化工
000738,南方宇航
000739,普洛股份
000748,长城信息
000750,桂林集琦
000751,锌业股份
000752,西藏发展
000753,漳州发展
000755,山西三维
000756,新华制药
000757,方向光电
000758,中色股份
000759,武汉中百
000760,博盈投资
000761,本钢板材
000762,西藏矿业
000766,通化金马
000767,漳泽电力
000768,西飞国际
000770,武 锅
000771,杭 汽 轮
000776,广发证券
000777,中核科技
000778,新兴铸管
000779,三毛派神
000780,平庄能源
000782,美达股份
000783,长江证券
000785,武汉中商
000786,北新建材
000787,创智科技
000788,西南合成
000789,江西水泥
000790,华神集团
000791,西北化工
000792,盐湖钾肥
000793,华闻传媒
000795,太原刚玉
000796,宝商集团
000797,中国武夷
000798,中水渔业
000799,湘 酒 鬼
000800,一汽轿车
000801,四川湖山
000802,北京旅游
000803,金宇车城
000805,炎黄物流
000806,银河科技
000807,云铝股份
000809,中汇医药
000810,华润锦华
000811,烟台冰轮
000812,陕西金叶
000813,天山纺织
000815,美利纸业
000816,江淮动力
000818,锦化氯碱
000819,岳阳兴长
000820,金城股份
000821,京山轻机
000822,山东海化
000823,超声电子
000825,太钢不锈
000826,合加资源
000828,东莞控股
000829,天音控股
000830,鲁西化工
000831,关铝股份
000833,贵糖股份
000835,四川圣达
000836,鑫茂科技
000837,秦川发展
000838,国兴地产
000839,中信国安
000848,承德露露
000850,华茂股份
000851,高鸿股份
000852,江钻股份
000856,唐山陶瓷
000858,五 粮 液
000859,国风塑业
000860,顺鑫农业
000861,海印股份
000862,银星能源
000863,和光商务
000868,安凯客车
000869,张 裕
000875,吉电股份
000876,新 希 望
000877,天山股份
000878,云南铜业
000880,潍柴重机
000881,大连国际
000882,华联股份
000883,三环股份
000885,同力水泥
000886,海南高速
000887,中鼎股份
000888,峨 眉 山
000889,渤海物流
000890,法 尔 胜
000892,星美联合
000893,东凌粮油
000895,双汇发展
000897,津滨发展
000898,鞍钢股份
000899,赣能股份
000900,现代投资
000901,航天科技
000902,中国服装
000903,云内动力
000905,厦门港务
000906,南方建材
000908,天一科技
000909,数源科技
000910,大亚科技
000911,南宁糖业
000912,泸 天 化
000913,钱江摩托
000915,山大华特
000916,华北高速
000917,电广传媒
000918,嘉凯城
000919,金陵药业
000920,南方汇通
000921,海信科龙
000922,阿继电器
000923,河北宣工
000925,众合机电
000926,福星股份
000927,一汽夏利
000928,中钢吉炭
000929,兰州黄河
000930,丰原生化
000931,中 关 村
000932,华菱钢铁
000933,神火股份
000935,四川双马
000936,华 西 村
000937,冀中能源
000938,紫光股份
000939,凯迪电力
000948,南天信息
000949,新乡化纤
000950,建峰化工
000951,中国重汽
000952,广济药业
000953,河池化工
000955,欣龙控股
000957,中通客车
000958,东方热电
000959,首钢股份
000960,锡业股份
000961,中南建设
000962,东方钽业
000963,华东医药
000965,天保基建
000966,长源电力
000967,上风高科
000968,煤 气 化
000969,安泰科技
000970,中科三环
000971,湖北迈亚
000972,新 中 基
000973,佛塑股份
000975,科 学 城
000976,春晖股份
000977,浪潮信息
000978,桂林旅游
000979,科苑集团
000980,金马股份
000981,兰光科技
000982,中银绒业
000983,西山煤电
000985,大庆华科
000986,粤 华 包
000987,广州友谊
000988,华工科技
000989,九 芝 堂
000990,诚志股份
000992,中鲁股份
000993,闽东电力
000995,皇台酒业
000996,中国中期
000997,新 大 陆
000998,隆平高科
000999,华润三九
001696,宗申动力
001896,豫能控股
002001,新 和 成
002002,江苏琼花
002003,伟星股份
002004,华邦制药
002005,德豪润达
002006,精功科技
002007,华兰生物
002008,大族激光
002009,天奇股份
002010,传化股份
002011,盾安环境
002012,凯恩股份
002013,中航精机
002014,永新股份
002015,霞客环保
002016,世荣兆业
002017,东信和平
002018,华星化工
002019,鑫富药业
002020,京新药业
002021,中捷股份
002022,科华生物
002023,海特高新
002024,苏宁电器
002025,航天电器
002026,山东威达
002027,七喜控股
002028,思源电气
002029,七 匹 狼
002030,达安基因
002031,巨轮股份
002032,苏 泊 尔
002033,丽江旅游
002034,美 欣 达
002035,华帝股份
002036,宜科科技
002037,久联发展
002038,双鹭药业
002039,黔源电力
002040,南 京 港
002041,登海种业
002042,华孚色纺
002043,兔 宝 宝
002044,江苏三友
002045,广州国光
002046,轴研科技
002047,成霖股份
002048,宁波华翔
002049,晶源电子
002050,三花股份
002051,中工国际
002052,同洲电子
002053,云南盐化
002054,德美化工
002055,得润电子
002056,横店东磁
002057,中钢天源
002058,威 尔 泰
002059,世博股份
002060,粤 水 电
002061,江山化工
002062,宏润建设
002063,远光软件
002064,华峰氨纶
002065,东华软件
002066,瑞泰科技
002067,景兴纸业
002068,黑猫股份
002069,獐 子 岛
002070,众和股份
002071,江苏宏宝
002072,德棉股份
002073,软控股份
002074,东源电器
002075,高新张铜
002076,雪 莱 特
002077,大港股份
002078,太阳纸业
002079,苏州固锝
002080,中材科技
002081,金 螳 螂
002082,栋梁新材
002083,孚日股份
002084,海鸥卫浴
002085,万丰奥威
002086,东方海洋
002087,新野纺织
002088,鲁阳股份
002089,新 海 宜
002090,金智科技
002091,江苏国泰
002092,中泰化学
002093,国脉科技
002094,青岛金王
002095,生 意 宝
002096,南岭民爆
002097,山河智能
002098,浔兴股份
002099,海翔药业
002100,天康生物
002101,广东鸿图
002102,冠福家用
002103,广博股份
002104,恒宝股份
002105,信隆实业
002106,莱宝高科
002107,沃华医药
002108,沧州明珠
002109,兴化股份
002110,三钢闽光
002111,威海广泰
002112,三变科技
002113,天润发展
002114,罗平锌电
002115,三维通信
002116,中国海诚
002117,东港股份
002118,紫鑫药业
002119,康强电子
002120,新海股份
002121,科陆电子
002122,天马股份
002123,荣信股份
002124,天邦股份
002125,湘潭电化
002126,银轮股份
002127,新民科技
002128,露天煤业
002129,中环股份
002130,沃尔核材
002131,利欧股份
002132,恒星科技
002133,广宇集团
002134,天津普林
002135,东南网架
002136,安 纳 达
002137,实 益 达
002138,顺络电子
002139,拓邦股份
002140,东华科技
002141,蓉胜超微
002142,宁波银行
002143,高金食品
002144,宏达经编
002145,中核钛白
002146,荣盛发展
002147,方圆支承
002148,北纬通信
002149,西部材料
002150,江苏通润
002151,北斗星通
002152,广电运通
002153,石基信息
002154,报喜鸟
002155,辰州矿业
002156,通富微电
002157,正邦科技
002158,汉钟精机
002159,三特索道
002160,常铝股份
002161,远望谷
002162,斯米克
002163,中航三鑫
002164,东力传动
002165,红宝丽
002166,莱茵生物
002167,东方锆业
002168,深圳惠程
002169,智光电气
002170,芭田股份
002171,精诚铜业
002172,澳洋科技
002173,山 下 湖
002174,梅 花 伞
002175,广陆数测
002176,江特电机
002177,御银股份
002178,延华智能
002179,中航光电
002180,万力达
002181,粤传媒
002182,云海金属
002183,怡亚通
002184,海得控制
002185,华天科技
002186,全聚德
002187,广百股份
002188,新 嘉 联
002189,利达光电
002190,成飞集成
002191,劲嘉股份
002192,路翔股份
002193,山东如意
002194,武汉凡谷
002195,海隆软件
002196,方正电机
002197,证通电子
002198,嘉应制药
002199,东晶电子
002200,绿 大 地
002201,九鼎新材
002202,金风科技
002203,海亮股份
002204,华锐铸钢
002205,国统股份
002206,海 利 得
002207,准油股份
002208,合肥城建
002209,达意隆
002210,飞马国际
002211,宏达新材
002212,南洋股份
002213,特 尔 佳
002214,大立科技
002215,诺 普 信
002216,三全食品
002217,联合化工
002218,拓日新能
002219,独 一 味
002220,天宝股份
002221,东华能源
